,Averaged Precision,Averaged Recall,Total TP count,Total GT count,Total FP count,Calculated Precision from TP/FP,Calculated Recall from TP/FP,Added report,note
country_observed_name,0.5210885232856359,0.5210885232856359,12.0,15.0,2.0,0.8571428571428571,0.8,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
state_or_province_observed_name,0.36258106633160125,0.36258106633160125,8.0,15.0,5.0,0.6153846153846154,0.5333333333333333,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
authors,0.8493167756401727,0.8925351873887343,18.0,23.0,6.0,0.75,0.782608695652174,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
year,1.0,1.0,15.0,15.0,0.0,1.0,1.0,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
month,0.9588692927541533,0.9588692927541533,14.0,15.0,1.0,0.9333333333333333,0.9333333333333333,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
commodity_observed_name,0.2859327905156462,0.4237817427939289,48.0,59.0,678.0,0.06611570247933884,0.8135593220338984,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
category_observed_name,0.28477218932336856,0.47592228880440396,44.0,59.0,682.0,0.06060606060606061,0.7457627118644068,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
ore_unit_observed_name,0.4178828802541485,0.6353665323200277,51.0,59.0,675.0,0.07024793388429752,0.864406779661017,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
ore_value,0.035997858862947374,0.4112716265340874,34.0,59.0,692.0,0.046831955922865015,0.576271186440678,"024c233b6e353581e5901350d1f0f2c2959b7b812d01a07aa0ac877531af5e32b5_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_February_2008_summary, 02fe20259f4ec58f858f200e6466cef4dc8bc5d0a513d90977ea3920e208aa6103_NI_43-101_Technical_Report_for_the_Sonora_Gulch_Project_in_North_America_dated_February_2011_summary, 02beef9783e08e62b4eecba7c358188176b4461b4f2a4ead152906d5e987b1a1c9_NI_43-101_Technical_Report_for_the_Dungate_Project_in_Canada_dated_2019_summary, 026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842_NI_43-101_Technical_Report_for_the_Rovina_Valley_Project_in_Europe_Romania_dated_January_2009_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary, 023f34a1100eee6182a97bf698484a7265b271402e88b2752e9736cfc8517384f6_NI_43-101_Technical_Report_for_the_Lorraine-Jajay_Project_in_North_America_dated_July_2004_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 023cfb1faaecf8d1d8db5a7c3449bd24c7f4a6fc994839ba074d00b7bae28298d0_NI_43-101_Technical_Report_for_the_Gold_Hill_Project_in_Alaska_United_States_dated_July_2004_summary, 02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c_NI_43-101_Technical_Report_for_the_Whistler_Project_in_Alaska_United_States_dated_March_2016_summary, 02ba97ea4a85794cd73e4dffcc941cbac9765ea638fd3536efdee71f28687654e1_NI_43-101_Technical_Report_for_the_Seel_Project_in_North_America_dated_June_2005_summary, 0266e9272ad2a7f6b36fe18b7172d7555910667ece8c786afb12c976b4da7863ec_NI_43-101_Technical_Report_for_the_Redonda_project_in_Canada_dated_March_2022_summary, 021639dd82455469880eabc73dc0bd32cac7bd5b0483e21cb875e7dcc7ce9de43b_NI_43-101_Technical_Report_for_the_Podpolom_Project_in_Europe_Slovakia_dated_March_2006_summary, 0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907_NI_43-101_Technical_Report_for_the_Red_Chris_project_in_Canada_dated_June_2021_summary, 027f955352aae1cb69ab5c513e509534478e84216e3ac2169a5ca55e774aed1ea1_NI_43-101_Technical_Report_for_the_Mount_Turner_project_in_Australia_dated_December_2021_summary, 021ee3d3ec6928901d9427796372edaada0d332f15d03040570ca758e1b7f06445_NI_43-101_Technical_Report_for_the_Red_Chris_Project_in_North_America_dated_May_2010_summary",Testing the running average
